rep16_frac2,dem16_frac2,dem08_frac2,dem12_frac2,rep08_frac2,rep12_frac2,LessThanHighSchool,AtLeastHighSchoolDiploma,AtLeastBachelorsDegree,MedianEarnings2010dollars,PovertyRatebelowfederalpovertythreshold,Managementprofessionalandrelatedoccupations,Serviceoccupations,Salesandofficeoccupations,Farmingfishingandforestryoccupations,Constructionextractionmaintenanceandrepairoccupations,Productiontransportationandmaterialmovingoccupations,Uninsured,Unemployment
0.396493014,0.603506986,0.590497395,0.600937578,0.409502605,0.399062422,18.8,81.2,23.1,24957.74222,22.1,32.35,21,26.75,0.1,7.7,12.05,0.197,0.098
0.772604448,0.227395552,0.273972603,0.261326194,0.726027397,0.738673806,26.8,73.2,10.1,24665.13207,19.35,21.5,21.7,21.5,4.45,10.15,20.7,0.182,0.135
0.899838188,0.100161812,0.180512986,0.159071659,0.819487014,0.840928342,24.3,75.7,4.9,27160.32349,19.4,20.05,17.65,22.9,1.55,20.05,17.75,0.247,0.111
0.595018599,0.404981401,0.432156736,0.468918111,0.567843264,0.531081889,21.8,78.2,15.8,23659.1108,16.75,21.85,21,19.95,3.75,13.45,20,0.25,0.086
0.723886249,0.276113751,0.285221211,0.27941509,0.714778789,0.72058491,11.6,88.4,27.6,32101.97048,10.4,35.2,14.6,28.75,0.45,11,9.9,0.178,0.076
0.621607695,0.378392305,0.403451179,0.403626878,0.596548822,0.596373122,14.8,85.2,25.2,16850.7473,27.15,31.25,18.9,23.55,0.9,11.65,13.8,0.258,0.104
0.487040451,0.512959549,0.546413282,0.556872038,0.453586718,0.443127962,24.9,75.1,9.1,23391.01715,24.5,22.8,14.95,26.7,0.8,12.45,22.25,0.205,0.116
0.723580739,0.276419261,0.340102086,0.320034505,0.659897914,0.679965495,23.5,76.5,9.1,28302.26222,12.45,24.1,12.15,24.5,0.8,16.5,22,0.212,0.106
0.41305431,0.58694569,0.608892922,0.595139844,0.391107078,0.404860156,31.7,68.3,8.7,18513.78064,27.7,21.7,23.95,22.85,4.9,9.75,16.8,0.239,0.107
0.675072798,0.324927202,0.381653321,0.359875847,0.618346679,0.640124154,10.9,89.1,20.4,27758.96413,14.4,27.5,20.5,26.75,0.35,11.75,13.15,0.17,0.09
0.722312704,0.277687296,0.345922747,0.330477007,0.654077253,0.669522993,22.5,77.5,13.2,22095.44064,21.6,22.3,19.95,23.2,1.95,7.7,24.95,0.26,0.103
0.707062846,0.292937154,0.333387603,0.309705136,0.666612397,0.690294864,21.2,78.8,18.3,25415.02603,16.75,28.25,16.1,25.2,0.25,11.75,18.45,0.226,0.097
0.813921729,0.186078271,0.248525348,0.231020971,0.751474653,0.768979029,17.9,82.1,17.3,28483.48,11,30,13,30.15,0.2,10.05,16.55,0.181,0.066
0.746079919,0.253920081,0.326781327,0.321428571,0.673218673,0.678571429,27.4,72.6,7.2,24047.47619,18.9,14.05,20.4,30.15,0.5,16.45,18.45,0.212,0.114
0.425234055,0.574765945,0.572665718,0.560688692,0.427334282,0.439311308,12.6,87.4,29,27477.87111,15.95,33.55,19.55,25.35,0.2,8.95,12.35,0.223,0.086
0.557132188,0.442867812,0.505789153,0.49795082,0.494210847,0.50204918,6.8,93.2,31.5,32176.41207,16.25,28.35,17.3,31.5,0,10.4,12.45,0.155,0.183
0.800223076,0.199776924,0.317825661,0.290473712,0.682174339,0.709526288,31.6,68.4,8,24040.84699,19.2,18.15,12.05,20.05,1.6,13.65,34.55,0.226,0.108
0.761817907,0.238182093,0.241285127,0.205915625,0.758714873,0.794084376,11.1,88.9,33.6,35838.51588,7.25,39.5,12.7,28.85,0.2,10.8,7.9,0.183,0.072
0.300698969,0.699301031,0.658690232,0.647989604,0.341309768,0.352010396,15.7,84.3,41.2,17442.98508,33.25,40.1,20,22.75,0.6,5.4,11.15,0.243,0.07
0.448139351,0.551860649,0.611691023,0.616154396,0.388308977,0.383845604,21.9,78.1,8.5,19068.05969,30.25,20.8,32.3,12.5,7.35,5.3,21.7,0.21,0.094
0.13394487,0.86605513,0.833328285,0.851907615,0.166671716,0.148092385,17.4,82.6,17.9,26955.76413,15.6,22.75,18.6,28.85,0.1,11.4,18.2,0.254,0.111
0.715649647,0.284350353,0.370828646,0.347755102,0.629171354,0.652244898,27.1,72.9,17.1,23025.26381,25.75,20.8,20.1,12.7,7.4,9.55,29.55,0.219,0.109
0.489080758,0.510919242,0.452364554,0.436692625,0.547635446,0.563307375,9.8,90.2,43.8,35440.60826,10,43.25,13.1,27.25,0.1,8.35,8.05,0.204,0.081
0.700695207,0.299304793,0.35160418,0.353512758,0.64839582,0.646487242,26.1,73.9,11,24418.71302,21.7,23.35,18.55,22.8,3.65,9.5,22.05,0.255,0.131
0.740862792,0.259137208,0.31064245,0.30062046,0.68935755,0.69937954,28.2,71.8,11.2,21788.75969,23.1,21.9,13.9,22.8,5.65,11.7,24,0.279,0.092
0.695379746,0.304620254,0.285379373,0.282585544,0.714620627,0.717414457,10.1,89.9,33.8,35440.7308,6.85,41.6,14.05,25.6,0.1,9.05,9.7,0.154,0.068
0.704403577,0.295596423,0.354276934,0.341642965,0.645723066,0.658357035,27.8,72.2,10.4,22863.07143,22.25,26.65,13.15,22.35,1.1,16.7,20.1,0.267,0.112
0.719522722,0.280477279,0.292341596,0.276682293,0.707658404,0.723317707,12.8,87.2,25.7,33575.3527,10.2,32.8,13.95,27.5,0.25,10.7,14.8,0.171,0.083
0.719065532,0.280934468,0.352986513,0.336223887,0.647013488,0.663776114,21.3,78.7,13.6,30223.01111,21.4,27.8,14.45,26.35,4,13.55,13.8,0.239,0.094
0.61554109,0.38445891,0.410840325,0.430942985,0.589159675,0.569057015,26.6,73.4,11.7,21887.68191,29.35,26.65,19.4,21.55,1.7,9.75,20.9,0.208,0.123
0.839487691,0.160512309,0.255265242,0.239884393,0.744734759,0.760115607,20.9,79.1,16.8,20585.0781,15.45,26.15,17.95,27.05,0.1,11.2,17.5,0.19,0.075
0.872483222,0.127516779,0.16528256,0.123017447,0.83471744,0.876982554,15.4,84.6,18.8,27006.06921,11.5,25.55,17.7,27.8,1.05,14.15,13.8,0.224,0.077
0.594185702,0.405814298,0.428931549,0.440806529,0.571068451,0.559193471,24.4,75.6,12.5,23854.12603,23.1,25.4,19.9,23,2.65,11.7,17.4,0.221,0.113
0.165808513,0.834191487,0.795171391,0.787215481,0.204828609,0.212784519,12.1,87.9,38.7,31275.05492,15.75,41.3,15.1,25.45,0.05,8.15,9.85,0.239,0.093
0.732244422,0.267755578,0.318874416,0.318965517,0.681125584,0.681034483,23.1,76.9,13.8,26927.60826,21.15,26.15,20.05,22,1.6,11.35,18.85,0.208,0.115
0.510655091,0.489344909,0.51780092,0.535128806,0.48219908,0.464871194,30.3,69.7,9.6,22945.94095,27.3,25.85,11.85,29.9,3,9.9,19.5,0.237,0.131
0.30573077,0.69426923,0.675637247,0.69666702,0.324362753,0.30333298,19.3,80.7,19.6,21450.21746,27.05,29.15,20.4,24.9,1.6,8.2,15.8,0.211,0.106
0.444705418,0.555294582,0.509270275,0.520116309,0.490729725,0.479883691,13.6,86.4,23.7,32897.63492,11.1,32.2,14,28.7,0,10.6,14.4,0.206,0.092
0.541021836,0.458978164,0.489838163,0.519541526,0.510161837,0.480458474,22.9,77.1,13.5,22289.19143,27.95,26.35,22.35,17.75,1.15,11.95,20.45,0.193,0.084
0.865748709,0.134251291,0.170050761,0.158715596,0.829949239,0.841284404,32.2,67.8,6.1,18813.82476,31.95,21.1,22.1,10.65,12.75,22.85,10.6,0.354,0.071
0.786450079,0.213549921,0.244768422,0.240811955,0.755231578,0.759188045,15.7,84.3,15.5,32837.3508,10.45,26.75,13,25.35,0.25,15.9,18.75,0.188,0.077
0.677597737,0.322402263,0.40879281,0.395646766,0.59120719,0.604353234,27,73,9.6,23110.88857,22.05,23.85,16.7,18.4,0.95,12.2,27.95,0.244,0.118
0.686590236,0.313409764,0.375152849,0.364644325,0.624847151,0.635355675,27.6,72.4,9.7,20171.68127,24.5,24.85,17.5,20.95,3.2,11.6,21.9,0.247,0.113
0.68024901,0.31975099,0.35818561,0.358597285,0.64181439,0.641402715,26.7,73.3,13.4,22569.6927,22.35,26.8,11.85,25,3.95,11,21.35,0.264,0.088
0.833651014,0.166348986,0.25062392,0.205159332,0.74937608,0.794840668,22.1,77.9,16.2,24243.2654,14.85,25.95,16.35,24.5,1.4,17.4,14.4,0.248,0.096
0.601039647,0.398960353,0.345376951,0.341388317,0.654623049,0.658611683,6.4,93.6,41.5,39043.67302,4.5,43,11.6,28,0.05,6.7,10.55,0.131,0.079
0.724858314,0.275141686,0.316086687,0.297779013,0.683913313,0.702220987,24.1,75.9,17.9,24657.11969,18.8,30,17.95,24,0.55,11.4,16.1,0.228,0.1
0.748712833,0.251287167,0.206592287,0.181053443,0.793407713,0.818946558,9.4,90.6,43.6,42863.99397,5.7,45.6,12,26.95,0.25,8.1,7.15,0.154,0.068
0.850186815,0.149813186,0.239759489,0.196900039,0.760240511,0.803099961,25.7,74.3,13.6,24196.36349,17.45,27.7,15.95,22.25,1.85,13.25,19.05,0.227,0.106
0.281383924,0.718616076,0.676388088,0.650723139,0.323611912,0.349276861,10.4,89.6,47.6,34953.15397,15.35,45.95,14.7,25.9,0.1,5.65,7.65,0.224,0.096
0.842592593,0.157407407,0.23716204,0.179897097,0.76283796,0.820102903,24.6,75.4,13.4,21847.06857,19.8,21.05,16.65,21.85,1.35,18.3,20.85,0.28,0.102
0.899490168,0.100509833,0.148725213,0.134248665,0.851274788,0.865751335,27.5,72.5,10.5,25691.2854,16.9,21.45,16.85,20.8,1.55,15.05,24.3,0.194,0.114
0.646658639,0.353341361,0.382325441,0.363852267,0.617674559,0.636147733,13.9,86.1,26.4,27829.18032,15.1,31.8,22.2,25.2,0.6,10.05,10.15,0.226,0.097
0.82689268,0.17310732,0.245555492,0.206768047,0.754444508,0.793231953,26.7,73.3,12.7,25826.81937,16.5,22.8,11.9,25.6,0.65,12.2,26.75,0.254,0.1
0.668029165,0.331970835,0.379965643,0.365942417,0.620034357,0.634057583,25.9,74.1,10.1,24718.37556,24,26.15,13.1,28.35,3.55,14,14.9,0.275,0.076
0.632112417,0.367887584,0.424215475,0.386968085,0.575784526,0.613031915,24.7,75.3,18.9,21611.68349,22.5,23.05,25,21.25,1.2,10.95,18.6,0.229,0.096
0.470146954,0.529853046,0.448359981,0.453232956,0.551640019,0.546767044,12.7,87.3,34.9,32855.99524,10.25,37.85,13.5,27.9,0.1,11.05,9.65,0.238,0.078
0.84151401,0.15848599,0.197736261,0.159051635,0.802263739,0.840948365,25,75,18.7,22312.07873,18.65,26.1,15,27.4,1.6,10.9,18.95,0.257,0.089
0.761874576,0.238125424,0.243306013,0.214930556,0.756693987,0.785069444,23.5,76.5,21,27232.12381,14.3,27.1,13.8,23.1,1.05,13.75,21.25,0.25,0.075
0.237839367,0.762160634,0.816397229,0.811380917,0.183602771,0.188619083,33.9,66.1,10.3,19777.35175,24.25,21.65,32.55,10.65,1.15,3.8,30.2,0.213,0.17
0.866642541,0.13335746,0.206125069,0.174792379,0.793874931,0.825207621,30.4,69.6,11,25390.72349,19.6,24.95,15.2,24.55,0.2,15.5,19.6,0.204,0.095
0.745082121,0.254917879,0.282092772,0.27017338,0.717907228,0.72982662,11.5,88.5,27.4,35159.97175,9.6,42.55,11.8,26.3,0.55,9.75,9.1,0.148,0.068
0.738244832,0.261755168,0.339830337,0.305741984,0.660169663,0.694258016,24.7,75.3,15.2,24503.55937,21.05,28.35,18.4,19.75,1.4,12.2,19.85,0.232,0.11
0.81935327,0.18064673,0.249580838,0.230769231,0.750419162,0.769230769,28.2,71.8,7.3,25627.45651,18.85,20.45,15.4,23.3,2.3,15.55,23.05,0.206,0.102
0.47770114,0.52229886,0.462439013,0.483360027,0.537560987,0.516639974,10.8,89.2,24.4,35465.20826,7.75,32.55,15.1,29.45,0.15,10.25,12.55,0.178,0.09
0.611492623,0.388507378,0.398190535,0.395753434,0.601809466,0.604246566,12.7,87.3,24.4,30824.91588,12.5,37.9,15.55,24.15,0.45,10.7,11.25,0.176,0.076
0.752846432,0.247153569,0.314834298,0.310138625,0.685165702,0.689861375,29.7,70.3,9.2,19658.06318,28.75,24.3,14.35,18.2,7.9,9.05,26.25,0.244,0.119
0.829577089,0.170422911,0.217812198,0.181320327,0.782187803,0.818679673,21.1,78.9,17.7,29518.32445,14.9,28.65,15.75,24.4,0.55,14.25,16.4,0.212,0.087
0.738171952,0.261828048,0.330712699,0.308476843,0.669287301,0.691523157,21.7,78.3,13.3,25363.06095,18.05,21.6,17.15,22.6,4.35,15.1,19.25,0.239,0.096
0.819908055,0.180091945,0.259620908,0.241889585,0.740379093,0.758110416,24.8,75.2,11.5,24246.91016,23.1,23.4,13.75,17.85,5.7,13.55,25.7,0.255,0.139
0.445237402,0.554762598,0.575450763,0.586914601,0.424549237,0.413085399,27.4,72.6,8.7,24012.10349,27.6,22.45,23.2,20.35,2.45,9.7,21.9,0.225,0.139
0.630666667,0.369333333,0.433586893,0.440888889,0.566413107,0.559111111,29.4,70.6,12.8,21246.14603,19.8,22.25,11.4,29.8,2.55,16.75,17.25,0.258,0.172
0.689192887,0.310807114,0.330573951,0.34846462,0.669426049,0.651535381,34.5,65.5,8.9,20483.93778,27.35,21,18.4,18.75,1.95,13.7,26.3,0.215,0.13
0.677103718,0.322896282,0.370082564,0.355633217,0.629917436,0.644366783,14.6,85.4,17.2,28395.92984,13.85,30.5,16.65,25.05,0.6,13.5,13.7,0.182,0.086
0.695704698,0.304295302,0.360918033,0.346887082,0.639081967,0.653112918,23.8,76.2,9.7,22100.66508,20.7,25.2,14.7,25.15,1.25,12.45,21.3,0.21,0.106
0.711366081,0.288633919,0.372762373,0.379686435,0.627237627,0.620313565,23.2,76.8,9.4,20739.99143,20.1,20.8,22.9,21.7,1.7,15.35,17.5,0.272,0.077
0.647977845,0.352022155,0.391958024,0.386014489,0.608041976,0.613985511,20.4,79.6,15.9,26390.63873,21.45,27.7,16.7,24.4,0.7,10.75,19.85,0.192,0.117
0.770696024,0.229303976,0.238003839,0.236565507,0.761996161,0.763434493,16.6,83.4,19.2,31543.0327,8.15,35.15,10.85,28.1,0.8,11.25,13.9,0.158,0.074
0.391223812,0.608776188,0.642497853,0.652665086,0.357502147,0.347334915,11.3,88.7,16.3,25732.55461,17.65,24.25,21,27.95,0,12.6,14.3,0.199,0.097
0.684615385,0.315384615,0.376626341,0.36102891,0.623373659,0.63897109,22.6,77.4,9.7,24526.36826,24.6,18.65,24.8,21,0.7,13.3,21.65,0.238,0.103
0.659210857,0.340789143,0.378045201,0.384738527,0.621954799,0.615261473,21.3,78.7,9.1,21727.87334,16.45,20.05,16.25,21.3,0,23.45,18.95,0.261,0.071
0.593174099,0.406825901,0.452760768,0.450292548,0.547239232,0.549707452,17.1,82.9,22.3,22158.75683,20.75,29.2,18.65,29.75,0.6,9.45,12.4,0.243,0.087
0.812663792,0.187336208,0.236986804,0.192020183,0.763013197,0.807979817,19.1,80.9,19.5,22225.21588,15.3,26.95,17.2,29.45,0.15,13.85,12.35,0.242,0.093
0.594896506,0.405103494,0.424858877,0.424834541,0.575141123,0.575165459,29.9,70.1,11.5,22197.39048,20.7,21.6,22.6,22.3,0.25,14.15,19.1,0.199,0.102
0.602422145,0.397577855,0.469532892,0.45655986,0.530467109,0.54344014,24.9,75.1,15,23319.17175,17.05,25.2,20.8,23.55,3.55,14.1,12.8,0.225,0.106
0.362779741,0.637220259,0.65504735,0.675147183,0.34495265,0.324852818,32.5,67.5,10.7,20847.58889,31.65,25.6,17.65,15.55,5.3,10.85,25.05,0.25,0.147
0.791444311,0.208555689,0.264945045,0.228033282,0.735054955,0.771966719,27.1,72.9,12.9,27169.17556,17.35,27.5,16.7,24.15,0.45,15.8,15.45,0.227,0.068
0.612954691,0.38704531,0.43799556,0.448966614,0.56200444,0.551033386,19.8,80.2,6.8,24779.64603,25.45,18.9,22.6,16.1,0.8,14.3,27.3,0.241,0.081
0.578527063,0.421472937,0.472636816,0.471427016,0.527363184,0.528572984,27.2,72.8,9.7,22745.6127,17.1,20.4,16.45,21.9,1.7,13.2,26.3,0.213,0.113
0.752191235,0.247808765,0.301067354,0.309031556,0.698932646,0.690968444,26.6,73.4,9.4,25056.3854,17.9,25.25,17.9,21.5,8.05,9.8,17.5,0.215,0.063
0.550231839,0.449768161,0.479623436,0.495507528,0.520376564,0.504492472,34,66,9.6,23940.78603,21.5,23.15,17.45,21.65,4.15,12.4,21.25,0.218,0.09
0.71188766,0.28811234,0.341058227,0.311625226,0.658941773,0.688374774,19.3,80.7,19,28173.31937,12.05,29.2,14.4,27.05,1.95,12.4,15.05,0.18,0.082
0.759032717,0.240967283,0.293045429,0.2989202,0.706954571,0.7010798,18.7,81.3,15.5,23000.56476,19.2,29.3,16.95,17,6.6,14.55,15.6,0.239,0.101
0.711619833,0.288380167,0.340493501,0.307976284,0.659506499,0.692023716,21.1,78.9,23.8,25928.85715,15,36.15,14.15,22.2,2.8,12.2,12.6,0.208,0.08
0.851799984,0.148200017,0.27003391,0.231406463,0.72996609,0.768593537,33.8,66.2,6.7,26488.20445,16.6,18.8,10.6,19.65,1.05,14.25,35.6,0.245,0.123
0.404508067,0.595491933,0.598947454,0.607465434,0.401052546,0.392534566,16.2,83.8,21.6,25412.75492,18.45,33.95,19.75,27.3,0.25,7.3,11.55,0.187,0.091
0.487991037,0.512008963,0.505951803,0.510144048,0.494048198,0.489855952,16.6,83.4,19.4,29224.05238,12.1,29.15,14.45,27.45,0.35,13.4,15.25,0.213,0.103
0.710387033,0.289612967,0.284744763,0.252354586,0.715255238,0.747645414,11.3,88.7,44.9,34309.59842,7.15,47.45,13.1,22.7,0.5,7.35,8.8,0.15,0.055
0.716478065,0.283521935,0.350062735,0.310462287,0.649937265,0.689537713,24.3,75.7,11.7,24923.38476,18.05,25.35,15.45,26.8,2.15,14.3,15.95,0.246,0.067
0.712625698,0.287374302,0.305365024,0.279243352,0.694634976,0.720756648,14.1,85.9,20.8,34546.03016,8.25,30.15,14.4,28.85,0.2,13.3,13.1,0.182,0.084
0.515350877,0.484649123,0.533963964,0.537647573,0.466036036,0.462352427,19.9,80.1,18,24346.29619,24.2,29.4,14.45,24.75,1.35,13.45,16.6,0.22,0.109
0.854931024,0.145068976,0.205968728,0.157722409,0.794031272,0.842277591,20.7,79.3,22,30272.3254,11.3,27.15,15.5,29.05,0.3,14.1,13.95,0.212,0.083
0.874652971,0.125347029,0.185547164,0.165513179,0.814452836,0.834486821,22.6,77.4,8.8,24378.5473,16.65,24.3,17.7,22.05,3.35,13.25,19.4,0.228,0.092
0.85444079,0.145559211,0.193917754,0.168993021,0.806082246,0.831006979,17,83,15.7,28673.49048,10.5,28.35,12.9,24.4,0.1,15.05,19.15,0.204,0.091
0.79356839,0.20643161,0.291468853,0.269253687,0.708531147,0.730746313,28.4,71.6,11.4,24613.23619,18.05,21.5,15.35,23.05,0.7,15.6,23.75,0.24,0.089
0.688135593,0.311864407,0.350381679,0.332787333,0.649618321,0.667212667,22.8,77.2,5.6,23515.05905,17.7,19.9,21,26.3,4.05,10.05,18.75,0.205,0.096
0.703595724,0.296404276,0.342082047,0.32009627,0.657917953,0.67990373,19.6,80.4,18.8,25517.94476,13,25.4,18.65,25.35,1.25,12.6,16.8,0.23,0.107
0.555019305,0.444980695,0.539783002,0.545454546,0.460216998,0.454545455,33.5,66.5,7.4,18493.47111,25.2,13.05,8.4,38.35,2.2,9.65,28.4,0.242,0.111
0.813324709,0.186675291,0.267227564,0.213182005,0.732772436,0.786817995,19.5,80.5,24.7,22332.41365,17.3,30.25,18.8,23.35,0.45,18,9.15,0.29,0.123
0.442971748,0.557028253,0.572275991,0.58204538,0.427724009,0.41795462,29.6,70.4,13.1,17356.27937,27,21.5,23.8,19.35,6.25,6.35,22.7,0.219,0.137
0.334130803,0.665869197,0.659978212,0.67036541,0.340021788,0.32963459,17.7,82.3,20.3,24350.73937,22.85,30.25,20.65,25.85,0.05,8.45,14.75,0.203,0.104
0.367149363,0.632850637,0.548134697,0.583560773,0.451865303,0.416439227,15.2,84.8,23.6,30243.83143,12.1,33,15.65,26.25,0,11.9,13.2,0.228,0.101
0.785904965,0.214095035,0.27671866,0.258362168,0.72328134,0.741637832,28.6,71.4,8.7,25511.79111,18.5,27.85,13.7,13.45,2,11.8,31.15,0.223,0.119
0.589652096,0.410347904,0.469055375,0.457680251,0.530944625,0.542319749,25.3,74.7,11.4,22146.06127,19,23.5,18.9,21,3.7,9,23.9,0.209,0.116
0.663927458,0.336072542,0.417610063,0.396991673,0.582389937,0.603008327,23,77,10.3,21225.8108,22.05,22.75,21.35,23.6,7.45,10,14.9,0.225,0.093
0.625865589,0.374134411,0.405218573,0.398968116,0.594781427,0.601031884,25.2,74.8,13.6,25750.25461,20.2,24,17.45,25.1,0.05,12.1,21.2,0.21,0.113
0.807187139,0.192812861,0.260246296,0.227865697,0.739753704,0.772134303,25.2,74.8,13.3,22294.02222,17.25,25.55,19.1,23.7,0.25,11.45,19.9,0.219,0.092
0.397530864,0.602469136,0.625,0.639748549,0.375,0.360251451,29.6,70.4,11,21183.93969,23.85,23.45,20.25,25.7,2.7,8.5,19.45,0.221,0.114
0.488652154,0.511347846,0.530276888,0.542414703,0.469723112,0.457585297,24.6,75.4,18.9,22584.64445,26,29.5,20.25,20.6,1.95,8.8,18.9,0.223,0.128
0.374100719,0.625899281,0.645504087,0.653302567,0.354495913,0.346697433,21.3,78.7,10.9,22719.44635,25.4,25.5,14.95,19.85,2,10.55,27.15,0.212,0.093
0.390380313,0.609619687,0.654786151,0.663190824,0.345213849,0.336809176,41.6,58.4,6.8,18925.75397,35,17.5,25.5,12.15,0,6.95,37.9,0.264,0.108
0.752141802,0.247858198,0.290003002,0.287293654,0.709996998,0.712706346,26,74,11.9,21881.09619,20.5,24.85,19.95,18.05,5.3,16.75,15.05,0.268,0.101
0.614238904,0.385761096,0.431824571,0.446590909,0.568175429,0.553409091,36.5,63.5,7.4,23529.00857,34.45,24.05,15.3,22.2,0.35,17.05,21.05,0.221,0.126
0.650983519,0.349016481,0.42824287,0.421236873,0.57175713,0.578763127,31.1,68.9,8.1,21749.26826,29.45,24.2,21.35,14.45,6.55,11.3,22.1,0.23,0.155
0.45228316,0.54771684,0.569574129,0.581087255,0.430425871,0.418912746,34.2,65.8,9.9,20019.83334,31.3,24.45,19.9,22.8,2.75,8.75,21.35,0.21,0.098
0.611283559,0.388716441,0.420433504,0.406879685,0.579566496,0.593120315,18.6,81.4,19.6,26350.06159,22,34.6,15.7,24.8,1.45,9.15,14.25,0.213,0.08
0.690423163,0.309576837,0.334908322,0.336583604,0.665091678,0.663416396,24.1,75.9,16.3,21574.61619,23.8,28.05,15.55,25.5,4.7,9.4,16.8,0.271,0.102
0.73877095,0.26122905,0.308044066,0.29622438,0.691955934,0.70377562,19.9,80.1,14.3,22948.50127,27.4,29.15,15.6,23.6,6.35,12.3,13,0.242,0.106
0.816800851,0.183199149,0.244765089,0.207025533,0.755234911,0.792974467,13.5,86.5,20.8,21998.63524,9.45,23.45,16.8,30,0.4,19.45,9.9,0.219,0.083
0.677661169,0.322338831,0.378488768,0.393983859,0.621511232,0.606016141,27,73,9.9,22879.16889,27.05,32.3,16.8,22.25,0.55,11.2,16.9,0.215,0.14
0.619770206,0.380229794,0.404511336,0.409974345,0.595488664,0.590025655,20.7,79.3,19.4,24154.25492,19.25,28,18.1,23.25,0.3,9.8,20.55,0.212,0.101
0.627509739,0.372490261,0.405052512,0.426794799,0.594947488,0.573205201,31.5,68.5,13.2,18596.7054,25.65,26.55,21.7,23.15,4.1,8.15,16.35,0.26,0.096
0.507992008,0.492007992,0.535085765,0.543452238,0.464914235,0.456547762,38.6,61.4,6.7,27578.72254,19.75,29.3,17.75,22.15,1.05,9.15,20.6,0.209,0.125
0.833883668,0.166116332,0.236784456,0.196022727,0.763215544,0.803977273,17.1,82.9,21.6,23450.56222,13.65,33.3,19.2,26.15,1.75,8.85,10.65,0.234,0.074
0.677386374,0.322613626,0.35773432,0.353829654,0.64226568,0.646170346,23.9,76.1,11.3,23351.04476,20.75,22.1,20.2,22,0.8,12.5,22.45,0.209,0.111
0.81802082,0.18197918,0.26265891,0.245062962,0.73734109,0.754937038,23.8,76.2,12.8,26178.86032,15.1,25.25,14.4,25.45,0.35,10.95,23.5,0.198,0.077
0.789723662,0.210276339,0.237080791,0.219126506,0.76291921,0.780873494,19.6,80.4,17.3,29155.95143,12.15,26.8,14.8,29.15,0.4,14.05,14.75,0.203,0.085
0.71232418,0.287675821,0.326771973,0.329364074,0.673228028,0.670635926,20.4,79.6,12.2,23820.65969,20.65,27.2,16.1,25.15,1,12.15,18.4,0.225,0.111
0.430121528,0.569878472,0.58841348,0.6069869,0.41158652,0.3930131,30.4,69.6,4.7,23740.86762,22.5,13.5,15.95,22.6,1.15,9.55,37.2,0.213,0.158
0.497057057,0.502942943,0.522157996,0.538804435,0.477842004,0.461195565,25.2,74.8,10.7,22034.58191,26.3,24.45,22.35,24,1.15,10.2,17.85,0.209,0.113
0.799823287,0.200176713,0.273257482,0.255687974,0.726742518,0.744312026,22.1,77.9,10.9,22046.20667,17.8,27.05,15.95,20.65,1.45,17.75,17.15,0.242,0.115
0.572207085,0.427792916,0.466908432,0.491969569,0.533091568,0.508030431,21.9,78.1,7.9,23396.7708,21.5,24.15,16.45,21.85,5.25,10,22.25,0.249,0.083
0.687469763,0.312530237,0.36058129,0.361085126,0.63941871,0.638914874,30.3,69.7,8.6,24491.15302,24.65,25.4,13.6,17.5,4.4,21.5,17.65,0.231,0.102
0.853628644,0.146371356,0.204304107,0.161887231,0.795695893,0.838112769,16.7,83.3,19.6,28031.27683,19.85,31.25,14.6,25.75,1,13.6,13.85,0.232,0.089
0.73079928,0.26920072,0.298098332,0.271921554,0.701901668,0.728078446,32.6,67.4,15.1,25129.21111,18.8,22.7,13.3,22.9,0.2,9.15,31.8,0.281,0.113
0.710990502,0.289009498,0.311762831,0.340507549,0.688237169,0.659492451,27,73,8.8,21636.00159,25.9,27.2,23.95,14.15,4.4,14.55,15.7,0.232,0.123
0.582143666,0.417856334,0.461155379,0.44197374,0.538844622,0.55802626,28.2,71.8,15.5,22097.22191,24.4,28.65,15.55,17.75,7,10.5,20.5,0.212,0.109
0.551952663,0.448047337,0.494512589,0.492658685,0.505487411,0.507341315,20.8,79.2,12.1,26887.87175,25.15,27.2,14.55,20.75,0.25,18,19.3,0.204,0.096
0.75303346,0.24696654,0.305455419,0.297630445,0.694544581,0.702369555,26.4,73.6,9.4,22961.57143,21.1,24.6,18.1,22.45,2.85,14.8,17.25,0.231,0.088
0.297831785,0.702168215,0.7736774,0.761960082,0.2263226,0.238039918,9.5,90.5,26.6,27904.35651,13.95,29.2,23.35,25.6,2.1,12.15,7.55,0.106,0.083
0.339548001,0.660451999,0.708455273,0.697889416,0.291544727,0.302110584,10.1,89.9,31.1,32640.27651,8.85,35.15,20.35,26.7,0.45,9.25,8.1,0.073,0.052
0.315189347,0.684810653,0.765762725,0.75280672,0.234237275,0.24719328,11.7,88.3,22.7,30807.78508,9.15,29.4,24.55,25.55,1.35,11.2,8.05,0.101,0.074
0.28652715,0.71347285,0.78078261,0.756536702,0.21921739,0.243463298,11.3,88.7,25.7,30998.84032,8.4,28.5,27.05,24.95,1.2,10.05,8.25,0.097,0.063
0.685459113,0.314540888,0.482931727,0.458504098,0.517068273,0.541495902,8.6,91.4,13.6,28412.52508,10.95,30.8,12,22.15,1.1,10.45,23.5,0.104,0.042
0.711440245,0.288559755,0.51663586,0.481273408,0.483364141,0.518726592,11,89,15.6,24250.6873,10.5,31.8,17.85,18.8,1.35,11.75,18.5,0.126,0.044
